,place_id,name,address,latitude,longitude,types,googleMapsUri,priceRange,place_overall_rating,userRatingCount,extract_date,author_name,user_review_rating,text,author_id,uniqueID,timestamp,state,main_category,sub_category,operating_hours_cleaned,Monday_hours,Tuesday_hours,Wednesday_hours,Thursday_hours,Friday_hours,Saturday_hours,Sunday_hours,clean_name,weak_label,is_consistent,vader_score
20793,ChIJqx2v_g1t2jERhJ_EhrB67V0,Woodfire Jotic,"2, Jalan Air Molek, Bandar Johor Bahru, 80000 Johor Bahru, Johor Darul Ta'zim, Malaysia",1.4566312,103.759464,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=6768200713601589124,2.0,4.6,2488,2025-10-20,Annisaa Hayya Arundati,5,"I ordered the stuffed cheese. I like the beef patty as it was juicy and tender. The bun was soft too. But, as I read the menu, the gourmet and stuffed cheese doesn’t have much difference. The difference was only the sauce where gourmet burger uses salted egg sauce and the stuffed cheese uses beef coney sauce. I was expecting the stuffed cheese to have a literal stuffed cheese lol. It was just one slice. And the sauce was wayyyy too sour to my liking. I’m so sorry, but the sourness was too overwhelming for me. Maybe I should have ordered another menu.

I asked whether it is halal when I first arrived. And the staff said “of course it is halal”, but they didn’t put any certification, so I had to look it up online.

We asked about what is beef coney sauce and the staff answered “it’s a beef sauce” 😅

We asked whether it contains any nuts as my friend has nut allergies. He just said that it doesn’t contain any nuts without providing further info, so we had to ask each ingredient.

I completely understand that people can be tired or have personal problems. But, it’s not that I did something wrong, right?😅 I made sure I asked politely. I have never complained about customer service. I am not asking to be treated politely. But, please just treat me the way you want to be treated as a person🥹

I am so sorry if it was annoying to ask about halal certification and product information. It would’ve been better if you just put the info on the menu if it was bothering when someone asked.

I am so sorry😞 I completely understand that the staff might have a bad day or worked too hard on that day.",109088024130311353143,ChIJqx2v_g1t2jERhJ_EhrB67V0_109088024130311353143,2025-09-30 12:38:09,Johor,restaurant,restaurant,"Monday: 12:00-7:00PM, 7:45-9:35PM | Tuesday: 12:00-7:00PM, 7:45-9:35PM | Wednesday: 12:00-7:00PM, 7:45-9:35PM | Thursday: 12:00-7:00PM, 7:45-9:35PM | Friday: 3:00-7:00PM, 7:45-11:30PM | Saturday: 12:00-7:00PM, 7:45-11:30PM | Sunday: 12:00-7:00PM, 7:45-11:30PM","12:00PM-7:00PM, 7:45PM-9:35PM","12:00PM-7:00PM, 7:45PM-9:35PM","12:00PM-7:00PM, 7:45PM-9:35PM","12:00PM-7:00PM, 7:45PM-9:35PM","3:00PM-7:00PM, 7:45PM-11:30PM","12:00PM-7:00PM, 7:45PM-11:30PM","12:00PM-7:00PM, 7:45PM-11:30PM",Woodfire Jotic,positive,False,-0.6116
20810,ChIJrYUtvw502jERhXLhg-T4rsI,Restoran Lucky Town ç¦æ»¡åŸŽç¾Žå‘³é¥®é£Ÿä¸­å¿ƒ,"2, 4 & 6, Jalan Kebudayaan 12, Taman Universiti, 81300 Skudai, Johor Darul Ta'zim, Malaysia",1.5404253,103.6294084,"['establishment', 'food', 'point_of_interest']",https://maps.google.com/?cid=14028423549654495877,,3.9,434,2025-10-20,Freakin' Raj,4,"Please don't buy the kolo mee here , only give little bit of meats only no veg but onr lorry noodle given 😞",104139195606043719360,ChIJrYUtvw502jERhXLhg-T4rsI_104139195606043719360,2025-07-08 02:18:21,Johor,restaurant,restaurant_general,Monday: Closed | Tuesday: 6:00AM-6:00PM | Wednesday: 6:00AM-6:00PM | Thursday: 6:00AM-6:00PM | Friday: 6:00AM-6:00PM | Saturday: 6:00AM-6:00PM | Sunday: 6:00AM-6:00PM,Closed,6:00AM-6:00PM,6:00AM-6:00PM,6:00AM-6:00PM,6:00AM-6:00PM,6:00AM-6:00PM,6:00AM-6:00PM,Restoran Lucky Town,positive,False,-0.6249
20819,ChIJiT87EQAN2jERSz8kMAtdp9A,Restaurant Vindaloo,"Ground Floor G03, One Medini Hub, Lebuh Medini Utara, 79250 Iskandar Puteri, Johor Darul Ta'zim, Malaysia",1.419484,103.6357867,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=15035088183633395531,,4.8,429,2025-10-20,Pavan Kumar,1,"Tried their vegetable biryani, the taste isn't good at all. The peas are frozen ones, the rice is not at all flavorful.
They used the same rice with ingredients like veg(mushroom/paneer), chicken, mutton or prawn which are very bland.
Pricey for sure for the taste offered and I've tasted far better food than here. Would never visit again.
The remaining food on the table speaks the taste.
Gobi Manchurian was okish.
Usually when people come hungry everything tastes nice but I came hungry and left with food left on the table.
This review is not paid or anything, one can check all my other reviews. Done and dusted.",103828394386772804734,ChIJiT87EQAN2jERSz8kMAtdp9A_103828394386772804734,2025-08-10 09:13:09,Johor,restaurant,restaurant,Monday: 8:00AM-10:00PM | Tuesday: 8:00AM-10:00PM | Wednesday: 8:00AM-10:00PM | Thursday: 8:00AM-10:00PM | Friday: 8:00AM-10:00PM | Saturday: 8:00AM-10:00PM | Sunday: 8:00AM-10:00PM,8:00AM-10:00PM,8:00AM-10:00PM,8:00AM-10:00PM,8:00AM-10:00PM,8:00AM-10:00PM,8:00AM-10:00PM,8:00AM-10:00PM,Restaurant Vindaloo,negative,False,0.5495
20849,ChIJuaXknM8S2jERils8kpKRjdw,Mrs. WhÃ³,"SKS Pavillion, Jalan Storey, Bukit Senyum, 80300 Johor Bahru, Johor Darul Ta'zim, Malaysia",1.4707572,103.7630052,"['cafe', 'establishment', 'food', 'point_of_interest']",https://maps.google.com/?cid=15892518718765030282,2.0,4.4,452,2025-10-20,Pooventhiran Vejayakumar,2,"Well, nice atmosphere
For me food was okay only no high expectations.
Tasted like normal crispy chicken burger that we can get it outside burger shop.Overpriced!!
Truffle fries taste okay but garlic aioli, garlic need more fine to taste better.
Hot chocolate -not even hot, can taste the chocolate powder.",117273355004343520876,ChIJuaXknM8S2jERils8kpKRjdw_117273355004343520876,2025-03-05 08:34:14,Johor,restaurant,cafe_bakery,Monday: Closed | Tuesday: 11:00AM-8:00PM | Wednesday: 11:00AM-8:00PM | Thursday: 11:00AM-8:00PM | Friday: 2:00-8:00PM | Saturday: 9:00AM-8:00PM | Sunday: 9:00AM-8:00PM,Closed,11:00AM-8:00PM,11:00AM-8:00PM,11:00AM-8:00PM,2:00PM-8:00PM,9:00AM-8:00PM,9:00AM-8:00PM,Mrs. Wh,negative,False,0.8903
20873,ChIJ857IIn9t2jERi-Gfteiojek,Nasi Kandar Hijrah,"25, Jln Molek 1/5C, Taman Molek, 81100 Johor Bahru, Johor Darul Ta'zim, Malaysia",1.5313677,103.7920105,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=16829293099986444683,2.0,4.7,7880,2025-10-20,Thaddeus Zheng,4,"Many options and selection. 3 types of rice to choose from. Some items are hot while others a not so warm.

Love the curry and the fried onion chicken.

Do expect a queue during meal times",114223914636653789152,ChIJ857IIn9t2jERi-Gfteiojek_114223914636653789152,2025-09-22 06:56:40,Johor,restaurant,restaurant,"Monday: 8:30AM-6:30PM | Tuesday: 8:30AM-6:30PM | Wednesday: 8:30AM-6:30PM | Thursday: 8:30AM-6:30PM | Friday: 8:30AM-12:40PM, 2:20-6:30PM | Saturday: 8:30AM-6:30PM | Sunday: 8:30AM-6:30PM",8:30AM-6:30PM,8:30AM-6:30PM,8:30AM-6:30PM,8:30AM-6:30PM,"8:30AM-12:40PM, 2:20PM-6:30PM",8:30AM-6:30PM,8:30AM-6:30PM,Nasi Kandar Hijrah,positive,False,-0.6886
20877,ChIJRR77kMJz2jERiFWIx8q_-uk,Treasure Trove Sutera Utama ä¸°åˆé¤åŽ…,"No. 26, Ground Floor, Jalan Sutera Tanjung 8/4, Taman Sutera Utama, 81300 Skudai, Johor Darul Ta'zim, Malaysia",1.5169741,103.6680644,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=16859999032666772872,,4.7,1252,2025-10-20,Adrian Low,1,"Sure will eat finish, me paid already why dun eat finish, wont waste my money dun wory 😑😔 just very simple steam pork belly with soy sauce...no next time 😐",101299949901821606511,ChIJRR77kMJz2jERiFWIx8q_-uk_101299949901821606511,2025-07-30 17:05:08,Johor,restaurant,restaurant,Monday: 11:30AM-12:00AM | Tuesday: 11:30AM-12:00AM | Wednesday: 11:30AM-12:00AM | Thursday: 11:30AM-12:00AM | Friday: 11:30AM-12:00AM | Saturday: 11:30AM-12:00AM | Sunday: 11:30AM-12:00AM,11:30AM-12:00AM,11:30AM-12:00AM,11:30AM-12:00AM,11:30AM-12:00AM,11:30AM-12:00AM,11:30AM-12:00AM,11:30AM-12:00AM,Treasure Trove Sutera Utama,negative,False,0.6036
20885,ChIJIZXuCixt2jERkC1UPVZAiJw,SAMA Restaurant & CafÃ© Dining,"36, Jln Beringin, Taman Melodies, 80250 Johor Bahru, Johor Darul Ta'zim, Malaysia",1.4900708,103.7619756,"['cafe', 'establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=11279336005889699216,,4.8,816,2025-10-20,Wei,2,"Visited this restaurant after seeing its high Google rating. The environment is indeed very pretty and cozy – lots of greenery, rattan furniture, comfy sofas with pillows, warm lighting, and Instagrammable corners that look great in photos. Service was prompt and attentive. Sadly, the food did not live up to the setting. The signature seafood thaibonara was poor with little ingredients. To make it worse, the prawns didn’t taste fresh at all which was quite disappointing. The grilled calamari was decent, but overall the food quality felt much below average for the price. On the way out, I noticed they offer free ice cream if you leave a Google review, which might explain why the rating is so high. Honestly, not really worth a visit unless your main aim is to take nice photos .",106857427212997686613,ChIJIZXuCixt2jERkC1UPVZAiJw_106857427212997686613,2025-08-27 16:43:13,Johor,restaurant,cafe_bakery,Monday: 11:00AM-9:00PM | Tuesday: Closed | Wednesday: 11:00AM-9:00PM | Thursday: 11:00AM-9:00PM | Friday: 11:00AM-9:00PM | Saturday: 11:00AM-9:00PM | Sunday: 11:00AM-9:00PM,11:00AM-9:00PM,Closed,11:00AM-9:00PM,11:00AM-9:00PM,11:00AM-9:00PM,11:00AM-9:00PM,11:00AM-9:00PM,SAMA Restaurant & Caf Dining,negative,False,0.8908
20933,ChIJFVcvL14T2jERfOgk7-oKP-w,Aglios - Bandar Johor Bahru,"52, Jalan Yahya Aldatar, Taman Serene, 80300 Johor Bahru, Johor Darul Ta'zim, Malaysia",1.4701516,103.7680634,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=17023337120634562684,,4.7,517,2025-10-20,Sans Peur,1,"Not recommended. I ordered beef pepperoni, but look at the pizza picture… it literally has only one slice of pepperoni per pizza. Underneath the cheese also, there’s nothing. Agak agak la kot nak jimat. Macam beli pizza dekat lori foodtruck. Then I asked for extra mozzarella, but honestly, it feels like I got scammed. The cheese part doesn’t even look like an extra portion, macam normal portion je.

And the carbonara? It’s even worse, it tastes like spaghetti dengan susu semata. Isn’t carbonara supposed to be creamy and slightly dry, not flooded with milk like that? I don’t know, I’m just disappointed. Definitely won’t come again.

The service? Slow la i think. I saw they even sidai 3 food riders for like 30 minutes.",111238224542272711541,ChIJFVcvL14T2jERfOgk7-oKP-w_111238224542272711541,2025-10-07 04:02:45,Johor,restaurant,restaurant,Monday: 12:00-11:00PM | Tuesday: 10:00AM-11:00PM | Wednesday: 10:00AM-11:00PM | Thursday: 10:00AM-11:00PM | Friday: 10:00AM-11:00PM | Saturday: 12:00-11:00PM | Sunday: 12:00-11:00PM,12:00PM-11:00PM,10:00AM-11:00PM,10:00AM-11:00PM,10:00AM-11:00PM,10:00AM-11:00PM,12:00PM-11:00PM,12:00PM-11:00PM,Aglios - Bandar Johor Bahru,negative,False,0.9407
20984,ChIJ9wDgRRhs2jERJYcpxsqDmxs,Johor Jaya Family Food Court,"161, Jalan Dedap 4, Taman Johor Jaya, 81100 Johor Bahru, Johor Darul Ta'zim, Malaysia",1.5443968,103.8006668,"['establishment', 'food', 'point_of_interest']",https://maps.google.com/?cid=1989328567345448741,1.0,3.8,2272,2025-10-20,Joe Vu,4,"Mother of all Food Courts, centre , south of M’sia incl S’pore! Best, delicious & comprehensively huge varieties of 300 stalls all specially selected, extremely large plc , can fit in 10,000 heads, very clean floors & toilets!
Live music every night from 8 to 12 - all pro artists! KTV from 6.45 to 8! Only Rm3 too cheap & attract all sorts amateurs & non singers?
After 8 expect concert standards performances but often marred by ‘disturbers who pay & want to perform with singers! Most of time Artists just stand there & deprived of their songs, really disappointing!! Bar these people & restrict them??",104576786135323463711,ChIJ9wDgRRhs2jERJYcpxsqDmxs_104576786135323463711,2025-04-09 01:12:07,Johor,restaurant,restaurant_general,Monday: 8:00AM-12:00AM | Tuesday: 8:00AM-12:00AM | Wednesday: 8:00AM-12:00AM | Thursday: 8:00AM-12:00AM | Friday: 8:00AM-12:00AM | Saturday: 8:00AM-12:00AM | Sunday: 8:00AM-12:00AM,8:00AM-12:00AM,8:00AM-12:00AM,8:00AM-12:00AM,8:00AM-12:00AM,8:00AM-12:00AM,8:00AM-12:00AM,8:00AM-12:00AM,Johor Jaya Family Food Court,positive,False,-0.7936
21013,ChIJOW6EMu1t2jER5n4h2nvyA9g,TANDOOR N GRILL,"196, Jalan Adda 7, Adda Heights, 81100 Johor Bahru, Johor Darul Ta'zim, Malaysia",1.5456757,103.748547,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=15565551350877093606,,4.4,497,2025-10-20,Visalatchmi Rajasvaran,2,"Hello! This is our first time to TandooriNGril. The taste of food are delightful and tasteful. We had kalyani mutton briyani is a nice briyani but the mutton amount is too little, literally just 5pieces for rm35 and when I feedback to their staff, they provide 2 pieces of mutton in little bowl as in pictures. Naan and prawn masala is nice too but as same mutton because just had 4 or 5 little prawns pieces for rm22.5. Milk tea is really heaven!. 🙂 Rombe nandri!!",116980733763657081230,ChIJOW6EMu1t2jER5n4h2nvyA9g_116980733763657081230,2025-06-22 05:26:05,Johor,restaurant,restaurant,Monday: 11:00AM-11:00PM | Tuesday: 11:00AM-11:00PM | Wednesday: 11:00AM-11:00PM | Thursday: 11:00AM-11:00PM | Friday: 11:00AM-11:00PM | Saturday: 11:00AM-11:00PM | Sunday: 11:00AM-11:00PM,11:00AM-11:00PM,11:00AM-11:00PM,11:00AM-11:00PM,11:00AM-11:00PM,11:00AM-11:00PM,11:00AM-11:00PM,11:00AM-11:00PM,TANDOOR N GRILL,negative,False,0.9585
21028,ChIJ-wlkvYRv2jERlrOqDgsVoCo,Sae Ma Eul BBQ Austin Crest,"2, Jalan Jaya Putra 7/5, Bandar Jaya Putra, 81100 Johor Bahru, Johor Darul Ta'zim, Malaysia",1.578657,103.7696152,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=3071478083101569942,,4.8,1778,2025-10-20,Liam Law,1,"I love Korean food, but this is the worst Korean food I have ever had. The grilled lamb, seafood pancake, Japchae, and rice balls all tasted terrible.

The Haemul Pajeon (seafood pancake) is given for free in exchange for a 5-star Google review from customers (which explains why it has such high ratings). To be honest, that’s the worst seafood pancake I’ve ever had!!!

There was no service at all. If you don’t want to grill the meat yourself, the waiters won’t help you like in other Korean restaurants. And!!!! They ask you to make the rice balls yourself!!! On top of that, they insisted we refill the kimchi ourselves. (Sure, it’s self-service, but come on… seriously?!!!!)

Other than ordering à la carte, we also had the buffet, and the quality of the meat is terrible too.

I took a photo of the seafood pancake, and honestly, any Korean food lover would know this isn’t a decent seafood pancake.

I definitely do not recommend this Korean restaurant at all!!!!!!!",114318335856157150205,ChIJ-wlkvYRv2jERlrOqDgsVoCo_114318335856157150205,2025-08-30 12:03:03,Johor,restaurant,restaurant,Monday: 4:00PM-12:00AM | Tuesday: 4:00PM-12:00AM | Wednesday: 12:00PM-12:00AM | Thursday: 12:00PM-12:00AM | Friday: 12:00PM-12:00AM | Saturday: 12:00PM-12:00AM | Sunday: 12:00PM-12:00AM,4:00PM-12:00AM,4:00PM-12:00AM,12:00PM-12:00AM,12:00PM-12:00AM,12:00PM-12:00AM,12:00PM-12:00AM,12:00PM-12:00AM,Sae Ma Eul BBQ Austin Crest,negative,False,0.8934
21040,ChIJHQDOnuhr2jERGxLuQ4MNAkw,"Nasi Kandar Sham Bistro, Taman Scientex","35, Jalan Rusa 1, Taman Scientex, 81700, Pasir Gudang, Taman Scientex, 81700 Scientex, Johor, Malaysia",1.4912385,103.9105271,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=5476954954267496987,,4.5,331,2025-10-20,Augustus Rentap,1,"Food over there at Sham need to improve more and staff communication very poor during order.

Lagi lagi banyak kucing liar suka naik atas orang bila makan and hygiene is more important for people who eating at shop. So hope the owner will do something to ensure no animal around eating premises.

Thank you",117398421487438662287,ChIJHQDOnuhr2jERGxLuQ4MNAkw_117398421487438662287,2025-08-07 02:33:52,Johor,restaurant,restaurant,Monday: 24 Hours | Tuesday: 24 Hours | Wednesday: 24 Hours | Thursday: 24 Hours | Friday: 24 Hours | Saturday: 24 Hours | Sunday: 24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,24 Hours,"Nasi Kandar Sham Bistro, Taman Scientex",negative,False,0.6048
21086,ChIJ42gQtdwS2jERgtmVzw4b2s8,Canton-i Restaurant @ Johor Bahru City Square,"Lot, No, J3-05, Level, 3, Jalan Wong Ah Fook, Bandar Johor Bahru, 80000 Johor Bahru, Johor, Malaysia",1.461799,103.7639603,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=14977313261200202114,,4.6,1983,2025-10-20,Chee Qing Ngan,1,"Disappointed with the taste of food. Foods looked nice but taste not really that good. Ordered 3 different type of 猪肠粉, didn't have any taste and end up I need to add some soy sauce. The only food that is OK is 糯米鸡. Service is nice but food...",114711541814891914343,ChIJ42gQtdwS2jERgtmVzw4b2s8_114711541814891914343,2025-10-10 11:14:04,Johor,restaurant,restaurant,Monday: 11:00AM-10:00PM | Tuesday: 11:00AM-10:00PM | Wednesday: 11:00AM-10:00PM | Thursday: 11:00AM-10:00PM | Friday: 11:00AM-10:00PM | Saturday: 11:00AM-10:00PM | Sunday: 11:00AM-10:00PM,11:00AM-10:00PM,11:00AM-10:00PM,11:00AM-10:00PM,11:00AM-10:00PM,11:00AM-10:00PM,11:00AM-10:00PM,11:00AM-10:00PM,Canton-i Restaurant Johor Bahru City Square,negative,False,0.6164
21104,ChIJZcBJTMQS2jERfGVUVp3YH0I,Makan Kitchen,"Lobby Level, DoubleTree by Hilton, 01-02, Ibrahim International Business District (IIBD, Menara Landmark, 12, Jalan Ngee Heng, Bandar Johor Bahru, 80888 Johor Bahru, Johor Darul Ta'zim, Malaysia",1.4652735,103.7596854,"['establishment', 'food', 'point_of_interest', 'restaurant']",https://maps.google.com/?cid=4764765101051110780,,4.3,809,2025-10-20,Rommel Magsumbol,4,"Salmon and prawn are fresh, oysters big but not fat. You are to choose between lobster or alaskan king crab. Not so many people in the friday dinner, offerings of chinese food looks limited, there where no offerings in the carving station for roasted duck or steamed chicken . Indian food station not replenished, looks a bit overpriced",113308815714842685479,ChIJZcBJTMQS2jERfGVUVp3YH0I_113308815714842685479,2025-06-13 23:39:15,Johor,restaurant,restaurant,Monday: 6:30AM-10:00PM | Tuesday: 6:30AM-10:00PM | Wednesday: 6:30AM-10:00PM | Thursday: 6:30AM-10:00PM | Friday: 6:30AM-10:00PM | Saturday: 6:30AM-10:00PM | Sunday: 6:30AM-10:00PM,6:30AM-10:00PM,6:30AM-10:00PM,6:30AM-10:00PM,6:30AM-10:00PM,6:30AM-10:00PM,6:30AM-10:00PM,6:30AM-10:00PM,Makan Kitchen,positive,False,-0.5423
